Number_of_Vehicles,Accident_Key,Number_of_Casualties,District,Accident_Severity,Month,Year,Day,Time,Junction_Type,Junction_Control,Collision_Type,Road_Type,Weather,Light_Conditions,Road_Character,Surface_Type,Road_Condition,Surface_Condition,Roadworks,Hit_Run,X_Coordinate,Y_Coordinate,longitude,latitude
2,1089,2,Port Louis,Serious,Feb,2003,Wed,17:15,Not a junction,Not a junc,Side swipe,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,554669,7772031,57.52310785,-20.14821607
2,1090,1,Port Louis,Serious,Mar,2003,Tue,09:25,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553918,7772332,57.51591309,-20.14551738
1,1091,2,Port Louis,Serious,Mar,2003,Sat,18:50,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness:street lights present but unlit,Straight+Flat,Asphalt,Good,Dry,No,No,554690,7772141,57.52330547,-20.1472215
2,1092,2,Port Louis,Slight,Apr,2003,Mon,20:00,T junction,Give way or marking,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,554618,7771824,57.52262608,-20.15008801
2,1094,1,Port Louis,Slight,Apr,2003,Wed,12:05,T junction,Stop sign,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554622,7771834,57.52266406,-20.14999753
1,1095,1,Port Louis,Serious,May,2003,Fri,06:25,T junction,Give way or marking,Hit pedestrian,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,555623,7770438,57.53228483,-20.16258329
1,1096,2,Port Louis,Fatal,May,2003,Fri,11:00,T junction,Give way or marking,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554323,7772030,57.51979723,-20.14823491
1,1099,1,Port Louis,Slight,Jun,2003,Mon,22:00,Not a junction,Not a junc,Hit object off road,Two way,Fair,Darkness: Street lights present and lit,Curve only,Asphalt,Good,Dry,No,No,553948,7771842,57.51621468,-20.14994426
1,1102,1,Port Louis,Slight,Jan,2003,Wed,10:45,T junction,Give way or marking,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553391,7770822,57.51091504,-20.1591767
1,1103,1,Port Louis,Slight,Jan,2003,Sun,11:45,Cross,Traffic signal,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553375,7770906,57.51075946,-20.1584181
2,1104,3,Port Louis,Slight,Jan,2003,Wed,20:45,Cross,Give way or marking,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,553593,7770670,57.51285247,-20.16054457
2,1105,2,Port Louis,Slight,Feb,2003,Sat,22:00,T junction,Give way or marking,Head On,Two way,Rain,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,553474,7770855,57.51170829,-20.1588762
1,1107,1,Port Louis,Slight,Feb,2003,Thu,17:00,Roundabout,Stop sign,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553386,7770888,57.51086525,-20.15858045
1,1108,1,Port Louis,Slight,Feb,2003,Sat,12:50,Not a junction,Stop sign,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553297,7770833,57.51001523,-20.15907991
1,1109,1,Port Louis,Slight,Feb,2003,Tue,18:30,Not a junction,Stop sign,Head On,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,553335,7770828,57.510379,-20.15912403
1,1110,1,Port Louis,Serious,Feb,2003,Tue,21:30,Not a junction,Stop sign,Hit object on road,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,553353,7770885,57.51054956,-20.15860847
2,1111,1,Port Louis,Slight,Feb,2003,Fri,11:30,T junction,Traffic signal,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553351,7770886,57.5105304,-20.15859949
2,1113,1,Port Louis,Slight,Feb,2003,Fri,10:10,T junction,Give way or marking,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553542,7770624,57.5123658,-20.16096166
2,1114,2,Port Louis,Slight,Mar,2003,Mon,16:35,T junction,Traffic signal,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553423,7770953,57.51121739,-20.15799207
2,1115,2,Port Louis,Slight,Mar,2003,Mon,20:15,T junction,Stop sign,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,553474,7771426,57.51169148,-20.15371654
1,1116,2,Port Louis,Slight,Mar,2003,Tue,13:15,Not a junction,Stop sign,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553383,7770890,57.51083649,-20.15856246
1,1117,1,Port Louis,Slight,Mar,2003,Sat,00:30,Not a junction,Stop sign,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,553533,7771488,57.5122542,-20.15315466
2,1118,2,Port Louis,Slight,Mar,2003,Sat,22:55,Cross,Stop sign,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,553521,7771049,57.51215232,-20.15712187
2,1119,1,Port Louis,Slight,Apr,2003,Tue,14:00,Cross,Give way or marking,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553797,7771539,57.51477882,-20.15268645
1,1120,1,Port Louis,Slight,Apr,2003,Sat,15:00,Cross,Give way or marking,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553794,7770704,57.51477485,-20.16023173
2,1121,1,Port Louis,Slight,Apr,2003,Wed,10:45,Cross,Stop sign,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553368,7770882,57.51069319,-20.15863516
2,1122,2,Port Louis,Serious,Apr,2003,Tue,15:45,Cross,Give way or marking,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,553403,7771351,57.51101431,-20.15439623
2,1123,1,Port Louis,Slight,May,2003,Sat,19:55,T junction,Give way or marking,Right angle,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,Yes,553797,7771547,57.51477858,-20.15261416
1,1124,1,Port Louis,Slight,May,2003,Sat,16:00,Not a junction,Not a junc,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553598,7771126,57.51288685,-20.15642394
2,1125,1,Port Louis,Slight,May,2003,Fri,12:20,Not a junction,Not a junc,Other,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553479,7770857,57.51175608,-20.15885798
2,1126,1,Port Louis,Slight,Jun,2003,Mon,19:05,Cross,Traffic signal,Right angle,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,553379,7770912,57.51079756,-20.15836377
1,1127,1,Port Louis,Slight,Jun,2003,Fri,19:30,Cross,Stop sign,Hit animal,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,554115,7770692,57.51784688,-20.16033115
2,1128,1,Port Louis,Slight,Jun,2003,Sat,10:30,Not a junction,Not a junc,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553980,7770505,57.51656062,-20.16202471
1,1129,1,Port Louis,Slight,Jun,2003,Fri,17:00,T junction,Give way or marking,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554188,7770773,57.51854301,-20.15959717
2,1130,1,Port Louis,Slight,Jun,2003,Mon,11:15,Cross,Stop sign,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554260,7771380,57.51921384,-20.15411019
2,1131,1,Flacq,Slight,Mar,2003,Sat,06:50,T junction,Give way or marking,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,570261,7765808,57.67253626,-20.20394011
2,1132,2,Flacq,Slight,Mar,2003,Mon,19:00,Cross,Give way or marking,Rear end,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,570011,7768225,57.67005,-20.18210955
2,1133,1,Flacq,Slight,Mar,2003,Sun,07:10,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,570262,7765817,57.67254549,-20.20385875
2,1134,1,Flacq,Slight,Mar,2003,Sun,07:55,T junction,Give way or marking,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,569661,7767460,57.66672985,-20.18903473
1,1135,2,Flacq,Slight,Apr,2003,Fri,15:50,Not a junction,Not a junc,Other,Two way,Fair,Daylight,Incline only,Asphalt,Good,Dry,No,No,569916,7767848,57.66915538,-20.18551954
1,1136,1,Flacq,Serious,Apr,2003,Sat,22:10,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,569936,7767957,57.66934258,-20.1845339
2,1137,1,Flacq,Slight,May,2003,Tue,12:00,T junction,Give way or marking,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,569060,7768845,57.66092517,-20.17654173
1,1138,1,Flacq,Slight,May,2003,Tue,10:15,Not a junction,Not a junc,Hit animal,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,568045,7768260,57.65123374,-20.18186397
2,1140,1,Flacq,Serious,Jun,2003,Sun,16:00,T junction,Give way or marking,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,570048,7766559,57.67046849,-20.19716197
2,1142,1,Flacq,Slight,May,2003,Wed,22:30,Cross,Traffic signal,Right angle,Two way,Fair,Darkness: Street lights present and lit,Incline only,Asphalt,Good,Dry,No,Yes,570248,7769032,57.67228687,-20.17480894
2,1144,1,Flacq,Slight,May,2003,Fri,06:50,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,569032,7768904,57.66065497,-20.17600962
1,1145,1,Flacq,Slight,Jun,2003,Mon,16:10,T junction,Give way or marking,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,568796,7769386,57.65837822,-20.17166278
1,1146,1,Flacq,Slight,Jun,2003,Sun,18:30,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,569134,7768680,57.66163963,-20.17802999
1,1147,2,Flacq,Serious,Jun,2003,Mon,10:20,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,568295,7769987,57.65356126,-20.16625006
2,1149,1,R Rempart,Serious,Mar,2003,Sun,14:05,Cross,Traffic signal,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,566169,7777737,57.63293509,-20.09629543
2,1151,1,R Rempart,Fatal,Apr,2003,Sun,21:35,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,567559,7778809,57.64619069,-20.08656064
1,1152,1,R Rempart,Slight,Apr,2003,Fri,18:30,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,567599,7778840,57.64657211,-20.08627913
2,1153,2,R Rempart,Serious,May,2003,Thu,14:45,Not a junction,Not a junc,Head On,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,568597,7776563,57.65620304,-20.10681888
2,1155,4,R Rempart,Slight,May,2003,Tue,11:15,T junction,Uncontrolled,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,568730,7776524,57.65747674,-20.10716654
2,1156,1,R Rempart,Slight,May,2003,Sat,16:40,Cross,Give way or marking,Rear end,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,569109,7780055,57.66096825,-20.07524691
1,1157,1,R Rempart,Slight,May,2003,Wed,06:00,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,Yes,569336,7780241,57.66313213,-20.07355808
2,1158,2,R Rempart,Serious,May,2003,Thu,13:15,Not a junction,Not a junc,Ran off road,Two way,Rain,Daylight,Curve only,Asphalt,Good,Wet,No,No,565210,7780699,57.62365635,-20.06956326
1,1160,4,Pamplemousses,Slight,Jun,2003,Sun,05:00,Not a junction,Not a junc,Ran off road,Two way,Rain,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Wet,No,No,562999,7779495,57.60255322,-20.0805161
1,1161,1,Pamplemousses,Slight,Jun,2003,Tue,20:00,Not a junction,Not a junc,Ran off road,Two way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,564194,7776145,57.61410029,-20.11074757
2,1162,1,R Rempart,Slight,Jun,2003,Tue,11:30,Cross,Traffic signal,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,566178,7777731,57.63302139,-20.09634934
1,1164,1,R Rempart,Slight,Jan,2003,Sat,15:00,Not a junction,Not a junc,Hit object off road,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,572549,7779559,57.69388685,-20.07960259
2,1171,2,R Rempart,Serious,Feb,2003,Sun,21:55,Not a junction,Not a junc,Rear end,Two way,Fair,Darkness:no street lighting,Curve only,Asphalt,Good,Dry,No,Yes,573692,7777460,57.70490317,-20.09852568
1,1173,1,R Rempart,Slight,Mar,2003,Thu,23:40,T junction,Give way or marking,Other,Two way,Rain,Darkness: Street lights present and lit,Straight+Flat,Earth,Damaged,Muddy,Yes,No,571946,7776010,57.68825993,-20.11169368
1,1174,1,R Rempart,Slight,Mar,2003,Sat,19:10,Not a junction,Not a junc,Ran off road,Two way,Fair,Darkness:no street lighting,Curve+incline,Asphalt,Good,Dry,No,No,570232,7774516,57.67192173,-20.12525659
2,1175,1,R Rempart,Slight,Mar,2003,Fri,11:50,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,571133,7775670,57.6804962,-20.11479607
1,1176,1,R Rempart,Slight,Feb,2003,Sat,08:25,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,572415,7776570,57.69272404,-20.10661601
2,1177,2,R Rempart,Serious,Mar,2003,Thu,07:00,T junction,Give way or marking,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,571011,7775603,57.67933176,-20.11540598
1,1178,1,R Rempart,Slight,Mar,2003,Tue,10:15,Not a junction,Not a junc,Hit object off road,Two way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,570393,7775148,57.67343752,-20.11954
2,1180,1,R Rempart,Slight,Apr,2003,Sat,18:50,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Curve only,Asphalt,Good,Dry,No,No,569058,7774398,57.66069491,-20.12636528
1,1181,1,R Rempart,Serious,Apr,2003,Thu,16:00,Y junction,Police Off,Ran off road,Two way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,578904,7774287,57.7548931,-20.12699007
2,1182,1,R Rempart,Slight,Apr,2003,Sun,17:55,Not a junction,Not a junc,Rear end,Two way,Rain,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,Yes,575630,7776810,57.72346706,-20.10432398
1,1183,1,R Rempart,Serious,Apr,2003,Tue,19:35,T junction,Give way or marking,Hit pedestrian,Two way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,571443,7775789,57.68345699,-20.11370933
2,1186,1,R Rempart,Slight,Apr,2003,Wed,15:10,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,569235,7773116,57.66243704,-20.13794301
2,1187,2,R Rempart,Slight,May,2003,Mon,17:30,staggered,Stop sign,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,572416,7776426,57.69273933,-20.10791714
2,1189,1,R Rempart,Slight,Jun,2003,Fri,12:10,Not a junction,Not a junc,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,572282,7776353,57.69146044,-20.10858179
2,1190,2,R Rempart,Serious,Jun,2003,Sun,18:20,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,570325,7775044,57.67279103,-20.12048223
4,1192,5,R Rempart,Serious,Jun,2003,Thu,14:25,T junction,Give way or marking,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,571379,7775770,57.68284552,-20.11388338
1,1193,3,R Rempart,Fatal,Jun,2003,Sat,20:30,T junction,Give way or marking,Hit object off road,Two way,Rain,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Wet,No,No,574613,7776590,57.71374815,-20.10635149
1,1194,7,Black River,Serious,Apr,2003,Sun,23:30,Not a junction,Not a junc,Hit object off road,Two way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,542720,7764934,57.40894189,-20.21264896
1,1197,2,Black River,Serious,Jun,2003,Tue,11:00,Not a junction,Not a junc,Hit object off road,Two way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,545914,7766642,57.43947284,-20.19714127
1,1203,1,Savanne,Serious,Jan,2003,Mon,22:15,Not a junction,Not a junc,Hit object on road,Two way,Fair,Darkness:no street lighting,Curve only,Asphalt,Good,Dry,No,No,538760,7734195,57.37169887,-20.49049492
1,1222,1,Savanne,Serious,May,2003,Sun,16:15,Cross,Give way or marking,Hit pedestrian,Two way,Fair,Daylight,Incline only,Asphalt,Good,Dry,No,No,550063,7734725,57.48007441,-20.48544015
2,1229,2,Moka,Slight,Jun,2003,Wed,07:15,Cross,Give way or marking,Right angle,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,557398,7757071,57.54969435,-20.28331589
2,1230,1,Moka,Serious,Jun,2003,Thu,16:20,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,565074,7761148,57.62305643,-20.2462305
2,1232,1,Moka,Slight,Jul,2003,Sat,12:15,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,563754,7760805,57.61043063,-20.24937425
2,1233,6,Moka,Fatal,Jul,2003,Sun,14:45,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,559478,7762451,57.56943624,-20.23463871
2,1244,1,Moka,Slight,Feb,2003,Sat,06:40,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,556251,7763549,57.53850816,-20.22481464
1,1245,1,Moka,Serious,Mar,2003,Wed,17:20,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,556151,7763874,57.53754078,-20.22188085
2,1246,1,Moka,Serious,Mar,2003,Sun,08:45,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555177,7763626,57.52822441,-20.22415009
1,1247,1,Moka,Serious,Mar,2003,Sun,11:45,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555921,7763639,57.53534629,-20.22401105
2,1248,1,Moka,Slight,Apr,2003,Wed,11:40,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,561103,7767009,57.58483932,-20.19340147
1,1249,1,Moka,Serious,Apr,2003,Thu,12:30,Not a junction,Not a junc,Hit object on road,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,557221,7762938,57.54781329,-20.23030693
1,1250,1,Moka,Slight,Apr,2003,Mon,15:45,Cross,Give way or marking,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,556036,7763590,57.5364487,-20.22445046
1,1252,1,Moka,Serious,May,2003,Tue,23:15,Not a junction,Not a junc,Hit object off road,Two way,Fair,Darkness:no street lighting,Curve+incline,Asphalt,Good,Dry,No,No,565030,7769975,57.6223181,-20.16647174
1,1253,1,Moka,Serious,Jun,2003,Sun,15:40,Not a junction,Not a junc,Hit animal,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,558931,7765218,57.56410936,-20.20965295
2,1254,1,Moka,Serious,Jun,2003,Mon,07:35,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555476,7764225,57.53106836,-20.21872885
2,1257,1,Moka,Fatal,Jun,2003,Sun,11:10,T junction,Traffic signal,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555904,7763608,57.53518451,-20.22429167
1,1258,1,Moka,Serious,Jul,2003,Fri,08:00,Not a junction,Uncontrolled,Hit pedestrian,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,563191,7768788,57.6047615,-20.17725882
1,1259,1,Moka,Serious,Jul,2003,Fri,21:05,Not a junction,Uncontrolled,Ran off road,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,558212,7762700,57.5573081,-20.23242764
1,1260,1,Moka,Serious,Jul,2003,Sun,17:30,Not a junction,Uncontrolled,Ran off road,Two way,Rain,Dawn/dusk,Straight+Flat,Asphalt,Good,Wet,No,No,560016,7766354,57.57445734,-20.19935437
2,1261,1,Moka,Serious,Jul,2003,Tue,16:00,Not a junction,Uncontrolled,Other,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,556534,7763760,57.54121072,-20.2228997
2,1262,1,Moka,Serious,Jul,2003,Wed,12:05,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,556075,7763563,57.53682288,-20.22469329
2,1263,2,Moka,Serious,Jul,2003,Wed,07:15,Not a junction,Uncontrolled,Head On,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,555144,7764280,57.52788857,-20.21824145
2,1264,1,Moka,Serious,Jul,2003,Sun,21:45,Not a junction,Not a junc,Head On,Two way,Rain,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,556213,7763520,57.53814529,-20.2250778
2,1265,1,Moka,Serious,Jul,2003,Sun,17:00,Not a junction,Not a junc,Head On,Two way,Rain,Dawn/dusk,Straight+Flat,Asphalt,Good,Wet,No,No,557808,7762717,57.55343989,-20.23228627
2,1266,1,Moka,Serious,Jul,2003,Tue,11:30,Not a junction,Not a junc,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,556367,7763471,57.53962106,-20.22551604
2,1267,2,Port Louis,Slight,Mar,2003,Sat,22:05,Not a junction,Not a junc,Rear end,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,553779,7769803,57.51465801,-20.16837372
1,1268,1,Port Louis,Slight,Apr,2003,Wed,11:05,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554210,7769600,57.51878856,-20.17019595
2,1269,2,Port Louis,Slight,Apr,2003,Wed,09:45,Cross,Stop sign,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553981,7769995,57.51658535,-20.16663312
2,1270,1,Port Louis,Slight,Jul,2003,Fri,11:45,Cross,Give way or marking,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553627,7771565,57.51315139,-20.15245626
2,1273,1,Port Louis,Slight,Jul,2003,Tue,09:30,Cross,Give way or marking,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554047,7770269,57.51720878,-20.16415536
